item_code,item_name,total_quantity,total_revenue,total_gross_profit,total_adjusted_profit
102900005116639,Machixian,94.315,868.8514,354.42141,312.670567902
102900005116714,Broccoli,27537.228,269874.2472,90134.79062,81788.309008588
102900005116790,Yellow Xincai (1),2911.299,17937.9581,7754.85934,6929.742306224
102900005116806,Black Rapeseed,101.125,435.9168,202.31441,202.11209559
102900005116837,Ping Mushroom,2542.959,19641.6622,7940.25887,7019.18884108
102900005116899,Net Lotus Root (1),27149.44,211652.1013,62340.461690000004,58886.800112374
102900005116905,Green Hangjiao (1),1.817,33.1168,18.826410000000003,18.826410000000003
102900005116912,Jigu Mushroom (1),375.222,5661.9376,2338.32336,2128.108089936
102900005116943,Red Hang Pepper,658.56,15118.5445,6067.1248399999995,5461.019068484
102900005117056,Paopaojiao (Jingpin),9703.125,95568.6339,25954.53543,24116.954321556
102900005117209,7 Colour Pepper (1),263.192,5557.9864,2496.3363400000003,2097.4217928680005
102900005117353,The White Mushroom (1),22.0,107.80000000000001,85.8,77.70906000000001
102900005118572,Local Shanghaiqing,596.697,1487.5732,526.09259,463.014088459
102900005118817,Spinach,5216.461,52349.541,19327.43415,15749.926088835
102900005118824,High Melon (1),1179.652,16257.7663,6593.092790000001,4664.613148925
102900005118831,Wawacai,8982.0,45035.8,15859.09,15465.784568000001
102900005119098,The Agaricus Bisporus,627.718,12956.7453,4224.257820000001,3684.3976706040003
102900005119104,The Crab Flavor Mushroom (1),102.0,379.9,161.81,146.858756
102900005119944,Haixian Mushroom (1),502.165,7739.5071,3181.79185,2867.112636035
102900005119968,Green Hangzhou Pepper (2),128.5,1142.42,552.39468,502.67915880000004
102900005119975,Hongshujian,5159.433,30271.2539,12076.93516,11060.057219528
102900005122654,Zhijiang Red Bolt,4962.454,30845.2075,10516.13448,9319.398376176
102900005123880,Bell Pepper (1),212.043,2675.0713,1212.46236,1014.467256612
102900005125808,Millet Pepper,1447.353,40930.5079,16007.999099999999,15069.93035274
102900005125815,Apricot Bao Mushroom (1),2404.977,24371.7466,9889.6008,9390.175959600001
102900005128748,Huanghuacai,1.784,127.60759999999999,15.466449999999995,12.854166594999995
102900011000175,Kuaicai,91.272,753.452,314.2392,250.19725104
102900011000328,Luosi Pepper,7792.181,82009.3451,28187.29452,25317.827937864
102900011000335,Round Eggplant,7.658,94.53,60.65953,60.465419503999996
102900011000571,Suizhou Bubble Green,675.221,2840.2674,1098.07894,964.11330932
102900011000632,Purple Cabbage (1),13.251,180.2526,80.12856000000001,59.671738632
102900011000861,Red Line Pepper,27.713,382.649,140.52704,129.692405216
102900011001219,The Red Bell Pepper (1),278.612,4921.8121,2006.0031800000002,1826.8670960260001
102900011001561,Lotus (Ea),2095.0,4523.0,1670.3700000000001,1467.085971
102900011001691,Water Chestnut (Lingjiao),126.422,1762.1858,597.78454,540.337445706
102900011001806,Jigu Mushroom (Bunch),1071.0,6612.1,2484.2500000000005,2175.7061500000004
102900011001813,Needle Mushroom (Bag) (1),2149.0,6268.6,2417.0499999999997,2203.141075
102900011002414,Panax Notoginseng,45.252,609.8486,330.72365,274.665991325
102900011006689,Dongmenkou Xiaobaicai,1543.478,8012.8222000000005,3242.75725,2339.9736316
102900011006948,Foreign Garland Chrysanthemum ,732.615,11699.693,4458.195970000001,3291.931904248
102900011006955,Ice Grass,16.337,229.8204,109.0844,92.71083156
102900011007044,Tremella (Flower),287.0,1220.5,368.79,335.082594
102900011007464,Perilla,30.172,583.9350000000001,249.71266,217.549669392
102900011007471,Mint,7.568,133.50480000000002,52.870360000000005,45.849176192
102900011007495,The Dandelion,4.232,123.91550000000001,46.318690000000004,38.944754552
102900011007969,Red Lotus Root Zone,100.469,1073.3308,391.14222,326.095268814
102900011008133,Siguajian,14.227,286.49060000000003,69.74919,58.60326943800001
102900011008164,Naibaicai,5816.308,27812.8544,11316.0547,9541.69732304
102900011008485,Mustard,51.735,370.363,171.61176,148.015143
102900011008492,Big Broccoli,7.48,27.424,-4.814799999999997,-4.588985879999997
102900011008515,Miantiaocai,12.936,117.8972,34.73418,30.28820496
102900011008522,Sweet Chinese Cabbage,4685.261,35620.064,14571.11982,13197.063220974
102900011008577,Hericium ,3.0,24.5,11.79,9.881199
102900011008676,Jicai,15.887,92.08840000000001,22.581159999999997,19.970777904
102900011009246,Fresh Black Fungus (1),212.171,2907.348,1348.33437,1245.456457569
102900011009277,Water Chestnut,1671.424,10670.2154,3783.8891,3366.90452118
102900011009444,Dalong Eggplant,1167.218,10233.7446,4341.65296,3866.6761261760003
102900011009772,Fruit Pepper (Orange),0.415,10.707,2.407,2.1800199
102900011009970,Qinggengsanhua,8393.786,58273.2038,21668.60939,17971.944628066
102900011010563,Chicken Fir Bacteria,1.215,92.097,-5.103000000000007,-4.494212100000003
102900011010891,Wild Lotus Root (1),448.86,4659.0984,1510.70659,1390.303274777
102900011011058,Black Porcini,1.084,81.14439999999999,12.624839999999994,11.340893771999994
102900011011546,Haixian Mushroom (Bag) (1),1266.0,5262.0,2206.09,2074.6070360000003
102900011011669,Xiuzhen Mushroom,14.708,223.83,80.10599,70.54934539300001
102900011012482,Tea Tree Mushroom (Bag),90.0,771.0,272.38,245.22371400000003
102900011012871,Black Chicken  Mushroom,5.795,603.127,238.76808,212.431960776
102900011012994,Apricot Bao Mushroom (Bag),1343.0,7085.200000000001,2855.63,2569.2103110000003
102900011013274,The White Mushroom (Bag),2927.0,20492.9,7910.550000000001,7390.826865000001
102900011015384,Malan Head,3.39,161.2658,58.887570000000004,49.960214388000004
102900011015391,Ganlanye,0.9430000000000001,11.315999999999999,9.43,8.338006
102900011016701,Wuhu Green Pepper (1),28164.331,205113.6991,61393.60808,57894.172419439994
102900011016909,Hua Eggplant,101.379,1149.0114,472.09711,439.144731722
102900011018095,Chinese Caterpillar Fungus Flowers (Bag),978.0,5973.0,2214.57,1968.0883590000003
102900011018132,Wild Pink Lotus Root,50.815,734.56,248.57186000000002,217.028090966
102900011021644,Hongshan Caitai,25.0,99.0,-40.55,-36.762629999999994
102900011021675,Chopped Red Pine,2.388,61.6104,32.95057,30.067395124999997
102900011021699,The Steak Mushrooms,6.602,187.4036,83.47463,76.70483750700001
102900011021842,Honghu Lotus Root Powder (Fenou),6052.0,64339.600000000006,19509.480000000003,17205.410412000005
102900011022030,Pepper Mix,641.0,9398.9,7860.5,7119.254849999999
102900011022764,Changxianqie,2496.413,26304.4744,10247.04635,9540.000151850001
102900011022849,The Local Yellow Youcai,1375.122,4138.3678,1725.2915899999998,1609.179465993
102900011022924,Green Caitai,30.275,90.825,48.440000000000005,43.140664
102900011023075,White Jelly Mushroom,1.0,4.9,1.9000000000000004,1.6885300000000003
102900011023464,Xiaoqingcai (1),3267.993,18780.484800000002,7940.19892,7119.976371564
102900011023976,Net Lotus Root (2),62.221,371.0292,127.1478,112.37322564
102900011024010,Fresh Lotus Root Zone (Bag),21.0,388.2,73.19999999999997,63.910919999999976
102900011026502,Fresh Rice Dumplings Leaves,6.32,122.0292,44.619150000000005,39.737814990000004
102900011026618,Aihao,10.512,43.32,14.134440000000001,12.824177412000001
102900011026793,Apricot Bao Mushroom (250 G),10.0,49.0,18.860000000000003,17.081502000000004
102900011027462,Naibai Caimiao,16.829,168.29,76.63132,68.24785359200001
102900011027479,Xiaozhoupi,163.64000000000001,1921.8562,783.33891,715.110090939
102900011027615,Juhua Youcai,8.472,84.72,31.3464,30.27121848
102900011028407,Yuganjiao,33.907000000000004,429.548,171.34014,155.182764798
102900011029176,Lameizi,119.645,1391.106,635.10506,635.10506
102900011029275,Purple Hot Peppers,1.754,28.064,5.25881,4.762904217
102900011029299,Purple Screw Pepper,6.843,119.5854,30.31784,30.31784
102900011029305,Fruit Chili,28.571,629.4794,151.53942000000004,151.26664904400002
102900011029688,Shuanggou Cabbage,2.8859999999999997,17.316,7.5036000000000005,6.696962999999999
102900011030042,Zhijiang Red Bolt (Bag),313.0,681.6,312.84,283.339188
102900011030059,Yunnan Lettuce (Bag),14325.0,63994.9,25562.72,23152.155504
102900011030097,Yunnan Leaf Lettuce (Bag),8848.0,35692.1,15178.890000000001,13747.520673
102900011030103,Garden Chrysanthemum (Bag),587.0,1360.0,593.6,537.62352
102900011030110,Spinach (Bag),6342.0,25351.600000000002,10115.53,9161.635521
102900011030134,Caixin (Bag),2053.0,6609.8,3084.91,2794.002987
102900011030141,Shanghai Green (Bag),3070.0,9086.0,4764.7699999999995,4315.452189
102900011030158,Xiaoqingcai (2),296.0,454.6,192.61999999999998,174.45593399999998
102900011030400,Hongshan Shoutidai,3.0,44.5,-176.0,-176.0
102900011030417,Hongshan Gift Box,3.0,48.8,-374.2,-374.2
102900011030561,Chopped Red Pine (Box),5.0,84.0,22.000000000000004,22.000000000000004
102900011030608,The Steak Mushrooms (Box),34.0,280.8,107.7,86.37540000000001
102900011030615,The Pork Stomach Mushroom (Box),7.0,79.4,6.510000000000003,6.510000000000003
102900011030622,Black Porcini (Box),4.0,79.2,21.11,21.11
102900011030639,Black Chicken Fir Bacteria (Box),4.0,69.3,7.370000000000001,7.370000000000001
102900011030905,Yuxingcao (Bag),470.0,2190.2000000000003,1390.0300000000002,1258.950171
102900011030912,Haixian Mushroom (Bag),1301.0,8188.2,4468.76,4047.355932
102900011030929,Fresh Edible Fungus (Bag),741.0,1607.1,485.13,439.38224099999996
102900011031100,Millet Pepper (Bag),10833.0,54979.4,27316.190000000002,24740.273283
102900011031216,Ice Grass (Box),29.0,255.4,69.45000000000002,62.268870000000014
102900011031582,Green Hot Peppers (Bag),932.0,3243.5,1665.41,1508.361837
102900011031599,Apricot Bao Mushroom (Bag),102.0,311.4,164.44,148.93330799999998
102900011031735,7 Colour Pepper (Bag),18.0,91.0,29.250000000000004,26.491725000000002
102900011031742,Bell Pepper (Bag),6.0,16.5,5.38,4.872665999999999
102900011031759,Red Bell Pepper (Bag),13.0,47.3,11.139999999999999,10.089497999999999
102900011031841,Agaricus Bisporus (Bag),10.0,79.8,37.52,33.981864
102900011031858,Needle Mushroom (Bag),1.0,3.5,3.4,3.07938
102900011031926,Chinese Caterpillar Fungus Flowers (Bag),1109.0,5935.400000000001,2655.63,2405.204091
102900011031995,Jigu (Bag),682.0,2184.4,779.6099999999999,706.092777
102900011032022,Xiaozhoupi (Bag),5175.0,17567.7,8570.7,7762.4829899999995
102900011032114,Water Chestnut (Bag),10.0,59.0,19.080000000000002,17.280756000000004
102900011032176,Basil (Bag),40.0,148.9,86.16,78.035112
102900011032206,Green Hang Pepper (Bag),457.0,1423.1,610.11,552.5766269999999
102900011032213,Red Hang Pepper (Bag),707.0,3399.2000000000003,1559.6200000000001,1412.5478340000002
102900011032220,Fruit Pepper (Bag),283.0,2190.0,851.6000000000001,771.29412
102900011032237,Green Line Pepper (Bag),2307.0,9473.8,4843.27,4386.549639
102900011032244,Red Hot Peppers (Bag),953.0,5585.1,2263.46,2050.015722
102900011032251,Luosi Pepper (Bag),8235.0,40719.9,17668.11,16002.007227
102900011032282,Xiangtianhongcaitai (Bag),41.0,152.7,50.199999999999996,50.199999999999996
102900011032343,7 Colour Pepper (2),370.033,8980.4066,4208.465920000001,3811.607583744
102900011032350,Bell Pepper (2),76.596,1228.795,574.1434,520.0016773799999
102900011032367,Red Bell Pepper (2),214.81,3987.5684,1795.91991,1626.564662487
102900011032480,Artemisia Stelleriana,2.224,54.7254,17.77503,17.77503
102900011032589,Yuxingcao ,28.601,332.9484,189.52936000000003,171.656741352
102900011032619,Xixia Xianggu Mushroom (2),413.841,9001.054,3379.5966700000004,3060.9007040190004
102900011032626,Fresh Edible Fungus (2),28.535,357.7266,149.65723,135.544553211
102900011032633,Fresh Sea (2),51.895,734.2768,304.33727999999996,275.63827449599995
102900011032640,Jigu (2),16.953,243.6166,89.81966,81.349666062
102900011032732,High Melon (2),449.684,8966.074700000001,2821.6380000000004,2555.5575366000003
102900011032787,Zhuyecai (Bag),1076.0,2274.5,871.52,789.335664
102900011032848,Ginger And Xiaomijiao Mix (Small Bag),1868.0,7547.8,4404.6900000000005,3989.327733
102900011033081,Chuncai,24.996,183.711,75.0638,53.27277886
102900011033173,Sophora Japonica,9.3,174.0708,81.75324,68.01869568
102900011033234,Hongshujian (Bag),727.0,1421.7,627.43,568.263351
102900011033241,Caidian Quinoa Artemisia (Bag),65.0,232.9,9.750000000000004,8.830575000000003
102900011033531,Red Coral (Leaf),0.682,13.5036,5.326420000000001,4.824138594
102900011033562,Red Oak Leaf,0.419,8.2962,3.2682000000000007,2.96000874
102900011033586,Green Butter,1.153,22.8294,8.993400000000001,8.14532238
102900011033906,Powcan Mountain Chinese Cabbage ,6484.736,16003.2166,8690.29099,7870.796549643
102900011033913,Purple Cabbage (2),0.615,9.024,2.98347,2.702128779
102900011033920,Huangxincai (2),1882.768,13235.5698,6086.94803,5512.948830771
102900011033937,Needle Mushroom (2),473.315,5685.5638,1824.3517100000001,1652.315343747
102900011033944,Apricot Bao Mushroom (2),1304.552,15390.1888,5380.91248,4873.492433136
102900011033968,Xixia Black Mushroom (2),9.24,178.0668,61.62801000000001,55.81648865700001
102900011033975,Green Eggplant (2),190.522,1201.1688,434.4726,393.50183381999994
102900011033982,Eggplant (1),297.158,3237.7046,1890.46562,1712.194712034
102900011033999,Round Eggplant (1),4.981,25.9012,-4.931570000000002,-4.466522949
102900011034026,Zhijiang Qinggengsanhua,5821.571,47414.9774,19016.15551,17222.932045407
102900011034200,Amaranth (Bag),426.0,1171.2,529.46,479.53192199999995
102900011034217,Chinese Cabbage (Bag),341.0,2800.6,753.22,682.191354
102900011034224,Xiaoqingcai (Bag),4057.0,12220.0,6347.96,5749.347372
102900011034231,Cabbage Stem (Bag),6931.0,22496.3,10688.82,9680.864274
102900011034262,Red Pepper (Bag),93.0,317.9,96.25,87.173625
102900011034316,Zhimaxiancai,9.381,56.286,16.79199,16.79199
102900011034323,Xianzongye,6.009,114.27420000000001,19.925410000000007,19.925410000000007
102900011034330,Agaricus Bisporus (Box),4229.0,22604.9,7863.170000000001,7847.443660000001
102900011034354,Xianzongye (Bag) (1),200.0,1180.0,524.8000000000001,524.8000000000001
102900011034439,Green And Red Hang Pepper Mix (Bag),1257.0,4831.7,1882.9799999999998,1705.4149859999998
102900011034538,Black Mushroom (Bag),3.0,18.7,11.25,10.189124999999999
102900011034569,Honghu Lotus (Lotus Root),40.0,395.20000000000005,61.70000000000002,55.881690000000006
102900011034705,The Fungus Mushroom Hot Pot Package (Bag),8.0,90.10000000000001,36.5,33.05805
102900011035078,Red Pepper (2),769.208,12936.7644,4814.08202,4360.114085514
102900011035481,Foreign Garland Chrysanthemum  (Bag),127.0,952.4,423.67,383.717919
102900011035511,Net Lotus Root (3),348.8,2552.8646,1179.6544199999998,1068.413008194
102900011035740,Crab Flavor Mushroom And White Mushroom Mix (Box),371.0,2931.8,958.6500000000001,950.5973400000001
102900011035764,Longyacai,186.831,1578.3292000000001,636.5131100000001,576.489923727
102900011035771,Yellow Baicai (1),155.496,1169.1042,518.70323,469.78951541099997
102900011035788,Xixia Xianggu Mushroom (Bag),379.0,1848.5,910.51,824.648907
102900011035849,Chinese Cabbage Seedling,16.538,116.564,56.88714,56.88714
102900011035962,Wild Lotus Root (2),11.398,148.174,100.55807,91.075443999
102900011036068,Mushroom And Leaf Mix (Bag),13.0,86.7,49.650000000000006,44.968005
102900011036242,Green And Red Jian Pepper Mix (Bag),45.0,249.3,112.38,101.782566
102900011036266,Velvet Antler Mushroom (Box),3.0,14.700000000000001,4.510000000000002,4.510000000000002
102900011036686,Muercai (Bag),27.0,96.9,38.58,34.941905999999996
102900051000463,Round Eggplant (2),1047.689,7804.0886,3163.67315,2951.390681635
102900051000890,Broccoli,0.671,6.710000000000001,4.032710000000001,3.652425447
102900051000944,Honghu Lotus Root,745.554,21463.0442,6809.682630000001,5171.9539574850005
102900051004294,Green Line Pepper,2219.781,30873.0994,12158.78133,11210.396386260001
102900051006229,Lotus Root Tip,18.614,74.456,19.86912,19.869120000000002
102900051009220,Youcaitai,40.726,380.879,105.05494000000002,93.56192956400001
102900051009336,Chinese Caterpillar Fungus Flowers,39.977,1155.1684,509.58633000000003,450.066646656
102900051010455,Huangbaicai (2),7987.99,53478.169200000004,22542.33621,19023.477527619
102900051010790,Purple Beicai,27.022,446.0582,226.72597000000002,182.333025074
106930274220092,The Crab Flavor Mushroom (Bag),399.0,1882.1000000000001,702.2400000000001,624.0806880000001
106930274620090,Haixian Mushroom (Bag) (2),708.0,2926.7,792.8199999999999,792.8199999999999
106931885000035,Embroidered Aureus,7.0,89.9,42.50000000000001,37.76975
106931885000356,Embroidered Aureus (Bag),2.0,25.6,9.340000000000002,8.561044
106949711300068,Needle Mushroom (Bag) (3),2549.0,8434.9,3259.8199999999997,2897.002034
106949711300167,Needle Mushroom (Bag) (2),3175.0,9964.6,3746.54,3497.7697439999997
106949711300259,Needle Mushroom (Box),15596.0,58640.9,20899.510000000002,20805.462205000003
106956146480197,The White Mushroom (2),251.0,1008.8000000000001,411.66,381.60882000000004
106956146480203,The Crab Flavor Mushroom (2),95.0,394.3,204.45000000000002,171.65622000000002
106957634300010,The White Mushroom (Box),168.0,486.3,201.79999999999998,201.79999999999998
106957634300058,The Crab Flavor Mushroom (Box),81.0,232.2,92.0,92.0
106958851400125,Haixian Mushroom (Bag) (4),2149.0,7983.7,2802.56,2490.635072
106971533450003,Haixian Mushroom (Bunch),1303.0,4177.8,1239.9,1239.9
106971533455008,Haixian Mushroom (Bag) (3),1775.0,6437.0,2755.46,2719.63902
106971563780002,Xianzongye (Bag) (2),8.0,39.2,15.85,15.85
106972776821582,Xianzongye (Bag) (3),128.0,867.0,442.40999999999997,400.690737
106973223300667,Chinese Caterpillar Fungus Flowers (Box) (2),1.0,12.9,7.9,7.02073
106973990980123,Hfyg Haixian Mushroom (Bunch),109.0,244.0,58.220000000000006,58.150136
